Q1_gender,Q2_age,Q3_country,Q4_education,Q5_major,Q6_role,Q7_industry,Q8_experience,Q10_employer_uses_ml,Q17_primary_language,Q24_coding_experience,Q25_ml_experience,Q26_is_data_scientist,Q39_online_vs_trad,Q41_fairness_importance,Q43_bias_exploration,Q48_black_box_view,compensation_high
Male,35-39,United States,Master's degree,Mathematics/Statistics,Software Engineer,Technology,3-5 years,I do not know,Python,3-5 years,10-20 years,No,Neither better nor worse,Very Important,1-25%,Somewhat,high
Male,25-29,United Kingdom,Bachelor's degree,Computer Science,Business Analyst,Technology,3-5 years,Yes,Python,3-5 years,1-2 years,Sort of,Neither better nor worse,Important,0%,Somewhat,low
Male,22-24,Russia,Bachelor's degree,Engineering,Machine Learning Engineer,Finance,3-5 years,I do not know,Python,3-5 years,< 1 year,Sort of,Slightly better,Very Important,0%,Somewhat,low
Male,30-34,Other,Master's degree,Mathematics/Statistics,Data Analyst,Technology,10-15 years,Yes,Python,< 1 year,3-5 years,No,Slightly worse,Very Important,0%,No,high
Male,18-21,Other,Master's degree,Business,Machine Learning Engineer,Education/Research,5-10 years,Yes,Java,20+ years,1-2 years,Yes,Slightly better,Very Important,0%,No,high
Male,25-29,India,Master's degree,Mathematics/Statistics,Data Analyst,Other,10-15 years,No,Python,1-2 years,3-5 years,Yes,Slightly worse,Important,0%,No,high
Male,25-29,India,Master's degree,Natural Sciences,Data Scientist,Technology,3-5 years,We are exploring ML methods,Python,1-2 years,< 1 year,Yes,Slightly worse,Very Important,75-100%,No,high
Male,22-24,United Kingdom,Bachelor's degree,Engineering,Machine Learning Engineer,Education/Research,5-10 years,We are exploring ML methods,C/C++,5-10 years,20+ years,No,Neither better nor worse,Important,50-74%,No,high
Female,55-59,United States,Bachelor's degree,Computer Science,Student,Other,10-15 years,No,Other,10-20 years,20+ years,No,Slightly worse,Very Important,25-49%,No,low
Male,22-24,India,Bachelor's degree,Engineering,Machine Learning Engineer,Government,1-2 years,Yes,R,10-20 years,3-5 years,No,Neither better nor worse,Important,0%,Yes,low
Male,22-24,India,Bachelor's degree,Social Sciences,Software Engineer,Retail/E-Commerce,3-5 years,Yes,Python,3-5 years,3-5 years,Sort of,Slightly worse,Very Important,0%,No,low
Male,22-24,India,Master's degree,Engineering,Other,Retail/E-Commerce,5-10 years,Yes,Python,10-20 years,1-2 years,Yes,Slightly better,Very Important,1-25%,No,low
Male,35-39,India,Doctoral degree,Social Sciences,Data Scientist,Technology,15-20 years,We are exploring ML methods,Python,5-10 years,10-20 years,No,Much better,Important,25-49%,No,high
Male,25-29,Other,Bachelor's degree,Other,Software Engineer,Government,0-1 years,I do not know,Python,3-5 years,1-2 years,Sort of,Neither better nor worse,Not Important,75-100%,Yes,low
Male,30-34,United States,Bachelor's degree,Computer Science,Software Engineer,Other,1-2 years,I do not know,Java,10-20 years,1-2 years,No,Slightly better,Somewhat Important,50-74%,Yes,low
Male,18-21,Other,Doctoral degree,Computer Science,Data Scientist,Finance,1-2 years,I do not know,Python,3-5 years,< 1 year,No,Neither better nor worse,No opinion,50-74%,No,low
Male,18-21,United States,Bachelor's degree,Computer Science,Data Analyst,Finance,2-3 years,No,Python,10-20 years,1-2 years,Sort of,Much better,Important,0%,Yes,low
Male,25-29,United States,Some college/no degree,Engineering,Research Scientist,Finance,2-3 years,No,R,5-10 years,3-5 years,No,Much worse,Important,0%,Somewhat,high
Male,40-44,United States,Master's degree,Computer Science,Student,Technology,3-5 years,Yes,C/C++,20+ years,1-2 years,Sort of,Neither better nor worse,No opinion,0%,Somewhat,low
Male,45-49,Brazil,Bachelor's degree,Social Sciences,Other,Technology,10-15 years,Yes,Python,1-2 years,3-5 years,Sort of,Much better,Important,0%,No,high
Male,22-24,India,Bachelor's degree,Computer Science,Student,Education/Research,5-10 years,We are exploring ML methods,Python,20+ years,1-2 years,No,Slightly better,Very Important,25-49%,Somewhat,low
Female,30-34,Other,Master's degree,Engineering,Data Analyst,Education/Research,1-2 years,Yes,Python,5-10 years,5-10 years,Yes,Neither better nor worse,Not Important,50-74%,No,low
Male,45-49,China,Bachelor's degree,Computer Science,Machine Learning Engineer,Finance,10-15 years,I do not know,Python,5-10 years,3-5 years,Sort of,Slightly worse,Very Important,0%,No,high
Male,25-29,China,Bachelor's degree,Business,Student,Technology,5-10 years,I do not know,Python,3-5 years,3-5 years,Sort of,Slightly better,Somewhat Important,50-74%,No,low
Male,40-44,India,Bachelor's degree,Mathematics/Statistics,Data Analyst,Retail/E-Commerce,1-2 years,I do not know,R,20+ years,3-5 years,Yes,Much better,Very Important,0%,Somewhat,low
Female,22-24,India,Doctoral degree,Business,Student,Technology,2-3 years,Yes,Python,3-5 years,5-10 years,No,Slightly worse,Very Important,25-49%,Somewhat,low
Female,50-54,India,Master's degree,Other,Data Analyst,Technology,5-10 years,Yes,Python,5-10 years,< 1 year,No,Much worse,Important,1-25%,Somewhat,low
Male,35-39,Other,Bachelor's degree,Engineering,Software Engineer,Education/Research,5-10 years,Yes,Python,10-20 years,< 1 year,Sort of,Much better,Very Important,0%,No,high
Male,50-54,India,Master's degree,Computer Science,Data Analyst,Finance,3-5 years,I do not know,Other,3-5 years,3-5 years,Yes,Much better,Not Important,25-49%,No,low
Female,30-34,Russia,Master's degree,Computer Science,Machine Learning Engineer,Technology,1-2 years,We are exploring ML methods,R,3-5 years,5-10 years,No,Neither better nor worse,Somewhat Important,0%,No,low
Male,25-29,Germany,Master's degree,Computer Science,Machine Learning Engineer,Finance,10-15 years,Yes,C/C++,10-20 years,1-2 years,No,Neither better nor worse,Important,1-25%,No,high
Male,50-54,United States,Bachelor's degree,Natural Sciences,Software Engineer,Healthcare,2-3 years,Yes,Python,1-2 years,1-2 years,No,Neither better nor worse,Important,25-49%,Yes,low
Male,25-29,United States,Master's degree,Computer Science,Research Scientist,Education/Research,5-10 years,We are exploring ML methods,SQL,10-20 years,1-2 years,Sort of,Slightly better,Somewhat Important,0%,Yes,high
Male,25-29,Other,Professional degree,Computer Science,Business Analyst,Finance,5-10 years,Yes,Python,5-10 years,1-2 years,Sort of,Much better,Somewhat Important,50-74%,No,high
Female,35-39,United States,Bachelor's degree,Mathematics/Statistics,Other,Technology,1-2 years,We are exploring ML methods,Python,5-10 years,10-20 years,Yes,Neither better nor worse,Important,50-74%,Somewhat,low
Female,35-39,United States,Bachelor's degree,Mathematics/Statistics,Software Engineer,Education/Research,1-2 years,Yes,SQL,3-5 years,1-2 years,Yes,Slightly better,Not Important,0%,Somewhat,low
Male,45-49,Germany,Bachelor's degree,Mathematics/Statistics,Data Scientist,Government,1-2 years,We are exploring ML methods,SQL,10-20 years,3-5 years,Yes,Slightly better,No opinion,1-25%,No,low
Male,22-24,United States,Bachelor's degree,Engineering,Machine Learning Engineer,Education/Research,1-2 years,Yes,Other,10-20 years,5-10 years,No,Neither better nor worse,Very Important,1-25%,Yes,high
Male,35-39,United Kingdom,Master's degree,Social Sciences,Data Analyst,Retail/E-Commerce,1-2 years,Yes,SQL,5-10 years,< 1 year,No,Slightly better,Not Important,1-25%,Somewhat,low
Male,35-39,China,Doctoral degree,Mathematics/Statistics,Data Scientist,Education/Research,5-10 years,Yes,Python,3-5 years,< 1 year,No,Neither better nor worse,Somewhat Important,1-25%,Somewhat,high
Female,18-21,Brazil,Some college/no degree,Computer Science,Software Engineer,Healthcare,3-5 years,We are exploring ML methods,Python,3-5 years,1-2 years,Yes,Neither better nor worse,Not Important,0%,Yes,low
Female,25-29,United States,Bachelor's degree,Natural Sciences,Student,Government,3-5 years,Yes,Python,10-20 years,3-5 years,Yes,Much better,Important,50-74%,Somewhat,low
Male,25-29,United States,Master's degree,Other,Student,Healthcare,5-10 years,No,Python,5-10 years,1-2 years,Yes,Neither better nor worse,Somewhat Important,0%,No,high
Male,25-29,Other,Master's degree,Computer Science,Data Analyst,Government,10-15 years,Yes,SQL,1-2 years,< 1 year,No,Neither better nor worse,Very Important,0%,Somewhat,high
Male,55-59,United States,Master's degree,Engineering,Data Analyst,Finance,15-20 years,We are exploring ML methods,Python,10-20 years,1-2 years,No,Much better,Somewhat Important,25-49%,Yes,high
Male,30-34,United States,Master's degree,Engineering,Research Scientist,Government,1-2 years,Yes,JavaScript,10-20 years,< 1 year,Yes,Neither better nor worse,Important,25-49%,Somewhat,high
Female,35-39,India,Bachelor's degree,Computer Science,Data Scientist,Education/Research,3-5 years,Yes,R,< 1 year,1-2 years,Yes,Slightly better,Important,75-100%,Somewhat,low
Male,55-59,United States,Master's degree,Social Sciences,Data Analyst,Government,0-1 years,Yes,Python,10-20 years,1-2 years,Sort of,Slightly better,Somewhat Important,25-49%,Yes,low
Male,25-29,United States,Master's degree,Computer Science,Data Scientist,Technology,1-2 years,No,Python,10-20 years,< 1 year,Sort of,Slightly better,Important,0%,No,high
Male,40-44,Brazil,Doctoral degree,Natural Sciences,Data Analyst,Education/Research,5-10 years,Yes,Python,20+ years,3-5 years,Yes,Neither better nor worse,Somewhat Important,75-100%,Somewhat,high
Male,25-29,United States,Doctoral degree,Mathematics/Statistics,Software Engineer,Retail/E-Commerce,3-5 years,Yes,C/C++,3-5 years,1-2 years,No,Neither better nor worse,Not Important,1-25%,Yes,high
Male,40-44,United States,Bachelor's degree,Mathematics/Statistics,Machine Learning Engineer,Technology,5-10 years,I do not know,Other,3-5 years,3-5 years,Yes,Slightly better,Somewhat Important,25-49%,No,high
Male,22-24,Other,Bachelor's degree,Computer Science,Research Scientist,Education/Research,3-5 years,Yes,Python,20+ years,3-5 years,Yes,Slightly worse,Important,0%,No,low
Male,50-54,Australia,Some college/no degree,Computer Science,Software Engineer,Retail/E-Commerce,1-2 years,Yes,SQL,1-2 years,5-10 years,Sort of,Slightly better,No opinion,0%,No,low
Male,22-24,India,Master's degree,Computer Science,Data Scientist,Technology,10-15 years,Yes,R,5-10 years,< 1 year,Yes,Slightly better,Somewhat Important,25-49%,No,high
Male,25-29,United States,Doctoral degree,Computer Science,Software Engineer,Finance,0-1 years,Yes,JavaScript,5-10 years,1-2 years,No,Slightly better,Important,1-25%,No,low
Male,35-39,Other,Bachelor's degree,Engineering,Research Scientist,Education/Research,1-2 years,Yes,Python,5-10 years,5-10 years,Sort of,Much better,Very Important,0%,Yes,low
Male,25-29,United Kingdom,Master's degree,Social Sciences,Data Scientist,Education/Research,2-3 years,I do not know,Python,3-5 years,5-10 years,No,Much worse,No opinion,25-49%,Yes,low
Male,30-34,Brazil,Master's degree,Engineering,Data Scientist,Technology,20+ years,Yes,Python,20+ years,< 1 year,No,Neither better nor worse,Important,0%,No,high
Male,25-29,Other,Doctoral degree,Natural Sciences,Research Scientist,Technology,2-3 years,I do not know,Python,3-5 years,< 1 year,Yes,Neither better nor worse,Very Important,0%,Yes,high
Male,35-39,United States,Bachelor's degree,Engineering,Machine Learning Engineer,Technology,3-5 years,Yes,Python,5-10 years,5-10 years,Yes,Slightly better,Important,1-25%,No,high
Male,22-24,Other,Bachelor's degree,Natural Sciences,Software Engineer,Technology,5-10 years,No,Python,5-10 years,< 1 year,Sort of,Slightly better,Important,25-49%,No,high
Female,18-21,United States,Master's degree,Other,Data Analyst,Technology,5-10 years,We are exploring ML methods,R,3-5 years,5-10 years,Yes,Much worse,No opinion,0%,Somewhat,high
Male,25-29,China,Doctoral degree,Computer Science,Business Analyst,Healthcare,10-15 years,Yes,Python,1-2 years,10-20 years,Yes,Slightly better,Important,1-25%,Yes,high
Male,25-29,China,Some college/no degree,Social Sciences,Business Analyst,Education/Research,3-5 years,Yes,SQL,20+ years,1-2 years,Yes,Slightly better,Important,0%,Somewhat,low
Male,22-24,Canada,Professional degree,Mathematics/Statistics,Software Engineer,Healthcare,20+ years,Yes,R,5-10 years,5-10 years,Yes,Slightly better,Somewhat Important,0%,No,high
Male,25-29,United States,Some college/no degree,Social Sciences,Student,Technology,5-10 years,We are exploring ML methods,Java,5-10 years,1-2 years,No,Slightly better,Important,1-25%,No,high
Male,25-29,United States,Bachelor's degree,Mathematics/Statistics,Research Scientist,Finance,2-3 years,Yes,Python,10-20 years,5-10 years,Sort of,Neither better nor worse,Very Important,25-49%,Yes,high
Male,18-21,Other,Bachelor's degree,Engineering,Other,Technology,2-3 years,We are exploring ML methods,Python,1-2 years,1-2 years,Sort of,Slightly better,Somewhat Important,0%,No,low
Non-binary/third gender,30-34,China,Bachelor's degree,Computer Science,Data Analyst,Retail/E-Commerce,15-20 years,Yes,Python,10-20 years,< 1 year,No,Slightly worse,Not Important,1-25%,Somewhat,high
Male,45-49,Brazil,Bachelor's degree,Computer Science,Student,Healthcare,5-10 years,Yes,Python,1-2 years,3-5 years,Yes,Much better,Very Important,1-25%,Yes,low
Female,22-24,United States,Doctoral degree,Mathematics/Statistics,Machine Learning Engineer,Government,5-10 years,Yes,R,10-20 years,< 1 year,Yes,Slightly better,Not Important,50-74%,Somewhat,high
Male,30-34,United States,Some college/no degree,Other,Data Analyst,Technology,5-10 years,Yes,Python,1-2 years,10-20 years,Yes,Slightly worse,Important,25-49%,No,high
Female,30-34,Other,Bachelor's degree,Natural Sciences,Student,Healthcare,3-5 years,No,Python,10-20 years,1-2 years,Yes,Neither better nor worse,Important,0%,Somewhat,low
Male,25-29,India,Master's degree,Engineering,Software Engineer,Education/Research,1-2 years,No,Python,5-10 years,< 1 year,No,Neither better nor worse,Very Important,1-25%,Somewhat,low
Male,35-39,Germany,Some college/no degree,Social Sciences,Data Scientist,Retail/E-Commerce,2-3 years,I do not know,Python,3-5 years,1-2 years,Sort of,Slightly better,Very Important,25-49%,Yes,low
Male,25-29,India,Master's degree,Natural Sciences,Data Analyst,Education/Research,3-5 years,No,Other,3-5 years,5-10 years,No,Slightly better,Important,50-74%,No,low
Male,30-34,Brazil,Bachelor's degree,Computer Science,Business Analyst,Education/Research,0-1 years,I do not know,Other,1-2 years,1-2 years,Sort of,Slightly worse,Very Important,0%,Yes,low
Male,18-21,Other,Master's degree,Computer Science,Data Analyst,Technology,3-5 years,I do not know,Python,20+ years,5-10 years,No,Neither better nor worse,Very Important,1-25%,Yes,low
Male,35-39,Brazil,Master's degree,Computer Science,Research Scientist,Education/Research,5-10 years,Yes,Python,1-2 years,< 1 year,No,Slightly better,Somewhat Important,50-74%,No,high
Male,30-34,India,Master's degree,Social Sciences,Research Scientist,Technology,1-2 years,Yes,Java,5-10 years,1-2 years,Sort of,Slightly better,Somewhat Important,0%,Yes,low
Male,18-21,Russia,Master's degree,Social Sciences,Data Scientist,Technology,0-1 years,Yes,JavaScript,3-5 years,5-10 years,No,Much better,Somewhat Important,0%,No,low
Male,25-29,United States,Bachelor's degree,Computer Science,Software Engineer,Technology,10-15 years,Yes,C/C++,20+ years,< 1 year,No,Slightly worse,Very Important,1-25%,No,high
Female,55-59,Other,Professional degree,Computer Science,Machine Learning Engineer,Other,5-10 years,I do not know,Python,5-10 years,1-2 years,Yes,Neither better nor worse,Very Important,75-100%,No,low
Non-binary/third gender,25-29,United States,Master's degree,Natural Sciences,Other,Technology,1-2 years,No,Python,1-2 years,10-20 years,Yes,Neither better nor worse,Important,25-49%,No,low
Female,30-34,India,Master's degree,Business,Data Scientist,Government,10-15 years,No,Python,5-10 years,3-5 years,Sort of,Neither better nor worse,Important,1-25%,Somewhat,high
Male,45-49,United States,Some college/no degree,Natural Sciences,Data Analyst,Other,5-10 years,I do not know,Java,20+ years,3-5 years,Yes,Slightly worse,Somewhat Important,0%,Somewhat,high
Male,35-39,United States,Bachelor's degree,Mathematics/Statistics,Data Scientist,Other,2-3 years,Yes,Java,5-10 years,5-10 years,No,Neither better nor worse,Important,1-25%,No,low
Female,30-34,Canada,Bachelor's degree,Computer Science,Software Engineer,Government,2-3 years,Yes,Python,3-5 years,3-5 years,No,Slightly better,No opinion,0%,Yes,low
Male,35-39,United States,Doctoral degree,Mathematics/Statistics,Software Engineer,Government,1-2 years,No,Python,3-5 years,5-10 years,No,Slightly better,Very Important,0%,No,high
Non-binary/third gender,40-44,Brazil,Bachelor's degree,Computer Science,Data Analyst,Technology,10-15 years,Yes,R,1-2 years,3-5 years,Yes,Neither better nor worse,Important,1-25%,No,high
Non-binary/third gender,25-29,Australia,Doctoral degree,Social Sciences,Software Engineer,Technology,3-5 years,I do not know,SQL,3-5 years,3-5 years,Yes,Slightly better,Important,0%,Yes,high
Female,25-29,United States,Bachelor's degree,Engineering,Software Engineer,Education/Research,3-5 years,Yes,SQL,5-10 years,< 1 year,No,Neither better nor worse,Very Important,0%,No,high
